dcterms:date,dcterms:type,dcterms:creator,dcterms:title @en,dcterms:issued,dcterms:isPartOf,dcterms:publisher,schema:volumeNumber,schema:issueNumber,schema:pageStart,schema:pageEnd,dcterms:language,dcterms:identifier,schema:issn,schema:url,dcterms:title,schema:keywords
2021-10-29 01:57:11.305782,Article,"鈴木 将吾,小迫 勇来",,2014-12-06,パーソナルコンピュータ利用技術学会全国大会講演論文集,パーソナルコンピュータ利用技術学会,9,,,,JPN,"naid: 40020507008,ndlid: 026555197",2187-4298,http://id.ndl.go.jp/bib/026555197,利用者特性を考慮したe-Learningシステムの提案,"ゲーミフィケーション,e-Learning,利用者特性"
2021-10-29 02:02:39.991900,Article,木内 一貴,,2014-12-06,パーソナルコンピュータ利用技術学会全国大会講演論文集,パーソナルコンピュータ利用技術学会,9,,,,JPN,"naid: 40020507291,ndlid: 026555531",2187-4298,http://id.ndl.go.jp/bib/026555531,ソーシャルゲームとゲーミフィケーションの繋がりとその発展,"ゲーミフィケーション,ソーシャルゲーム,ソーシャルメディア"
2021-10-29 01:56:29.566316,Article,"森戸 優多,井田 政則",,2015-12-05,パーソナルコンピュータ利用技術学会全国大会講演論文集,パーソナルコンピュータ利用技術学会,10,,,,JPN,"naid: 40020668457,ncid: AA12732442,ndlid: 026963087",2187-4298,http://id.ndl.go.jp/bib/026963087,時間制限がシリアスゲームの効果に及ぼす影響,"シリアスゲーム,時間制限,学習効果"
2021-10-29 01:26:21.977944,Article,竹本 拓治,Practice and Problem of Financial Education Method using Game,2012,パーソナルファイナンス学会年報,パーソナルファイナンス学会,,12,168,180,JPN,"naid: 110009495632,ncid: AA12430523",,http://dl.ndl.go.jp/info:ndljp/pid/10355819,ゲームを利用した金融教育方法の実践と課題(統一論題「パーソナルファイナンスは今何ができるか」),
2021-10-29 01:23:57.244672,Article,"斎藤 恵一,星 裕之,川澄 正史,斎藤 正男",Video Games and Brain Activation : Functional MRI Study,2006,バイオメディカル・ファジィ・システム学会誌,バイオメディカル・ファジィ・システム学会,8,1,93,98,JPN,"naid: 110006794503,ncid: AA1145146X,ndlid: 8960922,doi: 10.24466/jbfsa.8.1_93",1345-1537,"http://id.ndl.go.jp/bib/8960922,https://doi.org/10.24466/jbfsa.8.1_93",テレビゲームと脳活動 : 機能的MRIによる研究,"機能的MRI,テレビゲーム,脳活動,前頭前野,プランニング,リアルタイム応答"
2021-10-29 01:32:36.466936,Article,"斎藤 恵一,武川 直樹,斎藤 正男",An fMRI Study: Brain functional analysis of message effects in interpersonal communications,2007,バイオメディカル・ファジィ・システム学会誌,バイオメディカル・ファジィ・システム学会,9,1,99,104,JPN,"naid: 110006794525,ncid: AA1145146X,ndlid: 8932536,doi: 10.24466/jbfsa.9.1_99",1345-1537,"http://id.ndl.go.jp/bib/8932536,https://doi.org/10.24466/jbfsa.9.1_99,http://search.jamas.or.jp/link/ui/2008121561",脳機能解析を用いた対人コミュニケーションにおけるメッセージの効果の検討,"対人コミュニケーション,メッセージ,心理過程,機能的MRI,脳機能解析"
2021-10-29 01:46:22.042491,Article,"本多 明生,柴田 寛,行場 次朗,西塔 宏二,岩谷 幸雄,鈴木 陽一",Transfer effects of playing an auditory game with the newly developed three dimensional virtual auditory display : Influence on performance in the real sound localization task and face contacts in the communication task,2005-05-20,ヒューマンインタフェース学会研究報告集 : human interface,ヒューマンインタフェース学会,7,2,65,70,JPN,"naid: 10015665832,ncid: AA11324462,ndlid: 7374768",13447270,http://id.ndl.go.jp/bib/7374768,3次元聴覚ディスプレイを用いた聴覚ゲーム練習の転移効果 : 実音源定位課題と会話時の Face contact に及ぼす影響,"聴覚ディスプレイ,転移効果,音像定位,会話時の Face contact"
2021-10-29 01:46:20.913856,Article,"石井 宏長,印出 政矢,大倉 典子",Development of the Game for Visually Impaired,2005-12-07,ヒューマンインタフェース学会研究報告集 : human interface,ヒューマンインタフェース学会,7,5,23,26,JPN,"naid: 10016895352,ncid: AA11324462,ndlid: 7754698",13447270,http://id.ndl.go.jp/bib/7754698,視覚障碍者向けゲームの開発,"The visually impaired,Game,Moving sound source,Sound localization and Shooting"
2021-10-29 01:46:21.178872,Article,"石井 宏長,林田 直己,坂田 涼,大倉 典子",Development of an Interactive System Utilizing Feature of Visually Impaired : Development and Evaluation of a Game Using Auditory Distance Perception,2006-12-06,ヒューマンインタフェース学会研究報告集 : human interface,ヒューマンインタフェース学会,8,5,13,16,JPN,"naid: 10018633355,ncid: AA11324462,ndlid: 8599862",13447270,http://id.ndl.go.jp/bib/8599862,視覚障害者の特性を活かしたインタラクティブシステムの開発 : 音源距離定位を用いたゲームの開発と評価,"Visually Impaired,Sound Localization,Auditory Distance Perception,Cycling,Game"
2021-10-29 01:46:21.592768,Article,"田中 久弥,坂 和之,長嶋 祐二",The Psychophysiological Measurement on the Players of the Table Game,2007-05-24,ヒューマンインタフェース学会研究報告集 : human interface,ヒューマンインタフェース学会,9,2,149,152,JPN,"naid: 10019561762,ncid: AA11324462,ndlid: 8866970",13447270,http://id.ndl.go.jp/bib/8866970,テーブルゲームにおけるプレーヤーの生理心理計測,"心拍数,顔画熱画像,テーブルゲーム,対話,生理心理計測"
2021-10-29 01:46:30.930254,Article,"安藤 敏彦,鈴木 渉,松元 啓介",Nonverbal Communication in Theater Game,2007-05-24,ヒューマンインタフェース学会研究報告集 : human interface,ヒューマンインタフェース学会,9,2,1,6,JPN,"naid: 10019561423,ncid: AA11324462,ndlid: 8866471",13447270,http://id.ndl.go.jp/bib/8866471,シアターゲームにおける非言語コミュニケーション,"nonverbal communication,theater game,intra- and inter-personal relationship,graphical modeling"
2021-10-29 01:46:26.185423,Article,"皆木 貴生,益子 宗,中谷 知博,星野 准一",An Exercise Game Reflecting Heart Rate,2009-06-08,ヒューマンインタフェース学会研究報告集 : human interface,ヒューマンインタフェース学会,11,3,13,18,JPN,"naid: 10024746573,ncid: AA11324462,ndlid: 10344532",13447270,http://id.ndl.go.jp/bib/10344532,ユーザ心拍数を反映したエクササイズゲームの構築,"心拍数,エクササイズ,シェイプボクシング,ゲーム"
2021-10-29 01:25:01.795194,Article,"並木 勇知,山下 利之,Eibo Ahmad,西 悠香",Effects of emotion in video games on human memory and cognition,2009-11-12,ヒューマンインタフェース学会研究報告集 : human interface,ヒューマンインタフェース学会,11,5,3,7,JPN,"naid: 10026048440,ncid: AA11324462,ndlid: 10537672",13447270,http://id.ndl.go.jp/bib/10537672,情動を喚起するテレビゲーム画面が記憶・認知に及ぼす影響,"attention-focusing,fear,arousal,video games and boundary extension"
2021-10-29 01:25:37.865079,Article,"中根 康之,渡部 隆志",The Various Aspects of Design Education in Digital Games Production,2014,ヒューマンインタフェース学会誌 = Human interface = Journal of Human Interface Society,ヒューマンインタフェース学会,16,1,23,28,JPN,"naid: 40019997935,ncid: AA1132443X,ndlid: 025305387",1344-7254,http://id.ndl.go.jp/bib/025305387,デジタルゲーム制作におけるデザイン教育の諸相 (ヒューマンインタフェースにおけるデザイン教育のススメ特集),
2021-10-29 01:46:20.360164,Article,"板井 志郎,小川 拡樹,三輪 敬之",Experimental research on generation of embodied coherence and co-share of the anticipation during the Corporative game,2008-11-25,ヒューマンインタフェース学会論文誌,ヒューマンインタフェース学会,10,4,497,508,JPN,"naid: 10024683940,ncid: AA11324440,ndlid: 9716048,doi: 10.11184/his.10.4_497",13447262,"http://id.ndl.go.jp/bib/9716048,https://doi.org/10.11184/his.10.4_497",協調ゲームにおける身体的コヒーレンスの生成と予測の共有に関する実験的研究,"Corporative,embodied coherence,anticipation,human communication and cooperation"
2021-10-29 01:46:24.280478,Article,"矢來 功太郎,堀田 幸博,山本 知仁",Relation between congruence and game situation in dialog of cooperative game,2011,ヒューマンインタフェース学会研究報告集,ヒューマンインタフェース学会,13,,61,66,JPN,"naid: 40019640449,ndlid: 024444245",2185-9329,http://id.ndl.go.jp/bib/024444245,協力ゲーム中の対話におけるゲームの展開と同調傾向の関係 (第73回ヒューマンインタフェース学会研究会 コミュニケーション支援および一般),"Dialogue,Utterance,Rhythm,Congruence,Prisoners' Dilemma"
2021-10-29 01:46:30.621199,Article,"山根 昇平,澤田 祥一,服部 宏充,石田 亨",Participatory Simulation Environment Based on Network Game,2011-08-25,ヒューマンインタフェース学会論文誌,ヒューマンインタフェース学会,13,3,235,242,JPN,"naid: 10029465594,ncid: AA11324440,ndlid: 11260619,doi: 10.11184/his.13.3_235",13447262,"http://id.ndl.go.jp/bib/11260619,https://doi.org/10.11184/his.13.3_235",ネットワークゲームに基づく参加型シミュレーション環境の構築,"Multiagent Simulation,Simulation Platform,Participatory Simulation,Gaming,Networked Simulator"
2021-10-29 01:46:23.160718,Article,"森川 治,佐藤 滋",Game Keeping Posture for Persons with Developmental Disorders,2013,ヒューマンインタフェース学会論文誌,ヒューマンインタフェース学会,15,3,199,208,JPN,"naid: 130007671408,ncid: AA12557262,ndlid: 025039374,doi: 10.11184/his.15.3_199",1344-7262,"http://id.ndl.go.jp/bib/025039374,https://doi.org/10.11184/his.15.3_199",発達障害者の姿勢保持練習ゲームの開発,"developmental disorders,game,keeping posture,center of gravity and visualization,visualization"
2021-10-29 01:46:24.810399,Article,"竹内 力,寺田 和憲,伊藤 昭",Effect of Emotional Expression of Simple Line-Drawing Face on Human Economical Behavior,2013,ヒューマンインタフェース学会研究報告集,ヒューマンインタフェース学会,15,,7,12,JPN,"naid: 40019997736,ndlid: 025305110",2185-9329,http://id.ndl.go.jp/bib/025305110,単純な表情描画による感情表出が人の利他行動に与える影響 (第98回 ヒューマンインタフェース学会研究会 コミュニケーション支援および一般),"表情表出,感情,単純な線画による顔表情,最後通牒ゲーム,利他行動,facial expression,emotion,simple line-drawing face,ultimatum game,altruistic behavior"
2021-10-29 01:46:28.979136,Article,"明神 聖子,島田 伸敬",Introduction of Tactics to an Imperfect Information Game based on User-specific View with Augmented Reality,2013,ヒューマンインタフェース学会研究報告集,ヒューマンインタフェース学会,15,,5,10,JPN,"naid: 40020001574,ndlid: 025311482",2185-9329,http://id.ndl.go.jp/bib/025311482,拡張現実感によるユーザ別情報提示に基づく不完全情報ゲームへの戦術性導入 (第102回 ヒューマンインタフェース学会研究会 人工現実感および一般),"不完全情報ゲーム,拡張現実感,カードゲーム,個別視界,Imperfect Information Game,Augmented Reality,Card Game,Individual View"
2021-10-29 01:22:21.396698,Article,"久保 賢太,川合 伸幸",The event-related potential (ERP) component (P300) reflects enthusiasm for playing the video game : The existence of an opponent increases immersion,2014,ヒューマンインタフェース学会研究報告集,ヒューマンインタフェース学会,16,,119,123,JPN,"naid: 40020399936,ncid: AA12512253,ndlid: 026256407",2185-9329,http://id.ndl.go.jp/bib/026256407,事象関連電位によるテレビゲームの熱中度の測定 : 対戦相手の有無の違い (第110回ヒューマンインタフェース学会研究会 コミュニケーション支援および一般),"ゲーム,ビデオゲーム,脳波,事象関連電位,P300,Video game,EEG,Event-related potential"
2021-10-29 01:46:26.510476,Article,"大竹 恒平,植竹 朋文,岡 誠,篠沢 佳久,櫻井 彰人",The Functions that Support to Form New Human Relations in Social Networking Service -with Focuses on Social Games-,2014,ヒューマンインタフェース学会論文誌,ヒューマンインタフェース学会,16,3,221,234,JPN,"naid: 130007671553,ncid: AA12557262,ndlid: 025936049,doi: 10.11184/his.16.3_221",1344-7262,"http://id.ndl.go.jp/bib/025936049,https://doi.org/10.11184/his.16.3_221",SNS における新たな友人関係の形成支援システムの提案‐ソーシャルゲームを対象として‐,"Social Networking Service,Recommendation System,Network Analysis,Visualization"
2021-10-29 01:46:32.425641,Article,"大野 健彦,中谷 桃子,安岡 美佳",Participatory User Observation and Needs Extraction in Service Design : A Case Study in ICT Design Game,2014,ヒューマンインタフェース学会研究報告集,ヒューマンインタフェース学会,16,,171,176,JPN,"naid: 40020400028,ncid: AA12512253,ndlid: 026256504",2185-9329,http://id.ndl.go.jp/bib/026256504,サービス創造における参加型のユーザ調査とニーズの抽出 : ICTデザインゲームを題材として (第110回ヒューマンインタフェース学会研究会 コミュニケーション支援および一般),"Service design,participatory design,ICT design game,user research,user-centered design,design thinking"
2021-10-29 01:46:33.495442,Article,"大馬渡 慶太,伊藤 昭,寺田 和憲",,2014,ヒューマンインタフェース学会研究報告集,ヒューマンインタフェース学会,16,,187,192,JPN,"naid: 40020400077,ncid: AA12512253,ndlid: 026256554",2185-9329,http://id.ndl.go.jp/bib/026256554,部分的に利害の対立する協調型ゲームにおける信号の使われ方 (第110回ヒューマンインタフェース学会研究会 コミュニケーション支援および一般),"協調タスク,偽の信号,騙し,cooperative task,false signal,deception"
2021-10-29 01:46:23.766285,Article,"湯川 智浩,林 篤司,岩下 志乃",Reduction of Motion Sickness on HMD Action game by Viewpoint Switching,2015,ヒューマンインタフェース学会論文誌,ヒューマンインタフェース学会,17,4,441,444,JPN,"naid: 130007671526,ncid: AA12557262,ndlid: 027036521,doi: 10.11184/his.17.4_441",1344-7262,"http://id.ndl.go.jp/bib/027036521,https://doi.org/10.11184/his.17.4_441",HMDアクションゲームにおける視点切り替えによる酔い軽減手法,"HMD Action game,Viewpoint switching,Motion sickness,Immersion"
2021-10-29 02:01:25.867205,Article,"一ノ瀬 智浩,上野 秀剛",Evaluation of Task Performance with Different Entertainments in Gamification,2016,ヒューマンインタフェース学会論文誌,ヒューマンインタフェース学会,18,2,65,76,JPN,"naid: 130007671490,ncid: AA12557262,ndlid: 027853088,doi: 10.11184/his.18.2_65",1344-7262,"http://id.ndl.go.jp/bib/027853088,https://doi.org/10.11184/his.18.2_65",ゲーミフィケーションを構成する要素の違いと作業効率の評価,"Gamification,Entertainment Elements,Task Performance,Motivation"
2021-10-29 01:29:21.760336,Article,"高橋 拓也,床井 浩平",Decision-Making Model of NPC witch Based on Moral-Sentiments,2017,ヒューマンインタフェース学会研究報告集,ヒューマンインタフェース学会,19,,31,36,JPN,"naid: 40021528217,ncid: AA12512253,ndlid: 028953937",2185-9329,http://id.ndl.go.jp/bib/028953937,"道徳感情にもとづくNPCの意思決定モデル (第143回ヒューマンインタフェース学会研究会 人工現実感,エンタテイメント,メディアエクスペリエンスおよび一般)","デジタルゲーム,人工知能,ノンプレイヤーキャラククー,意思決定モデル,道徳感情,Digital-Game,Artificial-Intelligence,Non-Player-Character,Decision-making model,Moral-Sentiments"
2021-10-29 01:46:25.092760,Article,"河野 航大,伊藤 弘樹,加藤 敬太,川瀬 廣明,佐藤 俊樹",,2017,ヒューマンインタフェース学会研究報告集,ヒューマンインタフェース学会,19,,77,82,JPN,"naid: 40021528258,ncid: AA12512253,ndlid: 028954005",2185-9329,http://id.ndl.go.jp/bib/028954005,"ガンシューティングゲームを実世界に拡張する無線画像処理システムの提案 (第143回ヒューマンインタフェース学会研究会 人工現実感,エンタテイメント,メディアエクスペリエンスおよび一般)",
2021-10-29 01:46:27.118106,Article,"松沼 毅,福地 健太郎",A Study of User Comments of Online Game Site that Introduces Pseudo-Communication by Comparison with the Comments of Gameplay Streaming Video,2017,ヒューマンインタフェース学会研究報告集,ヒューマンインタフェース学会,19,,99,106,JPN,"naid: 40021528271,ncid: AA12512253,ndlid: 028954033",2185-9329,http://id.ndl.go.jp/bib/028954033,"疑似同期型コミュニケーションを応用したゲームサイトにおける投稿コメントの傾向分析とゲーム実況動画との比較調査 (第143回ヒューマンインタフェース学会研究会 人工現実感,エンタテイメント,メディアエクスペリエンスおよび一般)",
2021-10-29 01:46:27.580269,Article,"和田 拓哉,福地 健太郎",Effect of the Order of Magnitude of Parameters for Battle in Role-playing Games on Player's Satisfaction,2017,ヒューマンインタフェース学会研究報告集,ヒューマンインタフェース学会,19,,107,114,JPN,"naid: 40021528277,ncid: AA12512253,ndlid: 028954044",2185-9329,http://id.ndl.go.jp/bib/028954044,"ロールプレイングゲームにおける戦闘パラメータの提示手法がプレイヤーの満足感に与える影響の研究 (第143回ヒューマンインタフェース学会研究会 人工現実感,エンタテイメント,メディアエクスペリエンスおよび一般)",
2021-10-29 01:46:31.895825,Article,"松沼 毅,福地 健太郎",An Inter-Player Communication System for Videogames that Introduces Pseudo-Synchronization,2017,ヒューマンインタフェース学会研究報告集,ヒューマンインタフェース学会,19,,91,97,JPN,"naid: 40021528268,ncid: AA12512253,ndlid: 028954024",2185-9329,http://id.ndl.go.jp/bib/028954024,"ゲームの進行状況に疑似同期するプレイヤー間コミュニケーションシステムの提案 (第143回ヒューマンインタフェース学会研究会 人工現実感,エンタテイメント,メディアエクスペリエンスおよび一般)",
2021-10-29 02:01:51.918467,Article,"村上 裕亮,杉原 太郎,五福 明夫",A study of the carry-over effect of enjoyment and concentration towards establishing modularized gamification,2017,ヒューマンインタフェース学会研究報告集,ヒューマンインタフェース学会,19,,115,121,JPN,"naid: 40021528284,ncid: AA12512253,ndlid: 028954057",2185-9329,http://id.ndl.go.jp/bib/028954057,"ゲーミフィケーションのモジュラー化に向けた楽しさと集中度のキャリーオーバー効果 (第143回ヒューマンインタフェース学会研究会 人工現実感,エンタテイメント,メディアエクスペリエンスおよび一般)",
2021-10-29 01:46:28.653981,Article,"中田 龍三郎,川合 伸幸",The existence of a competitor increases enthusiasm when playing VR video games : An investigation based on the event-related potential (ERP) component (P300),2018,ヒューマンインタフェース学会研究報告集,ヒューマンインタフェース学会,20,,197,202,JPN,"naid: 40021832272,ncid: AA12512253,ndlid: 029556468",2185-9329,http://id.ndl.go.jp/bib/029556468,対戦相手の存在はVRゲームの熱中度を高める : 事象関連電位(P300)による検討 (第154回ヒューマンインタフェース学会研究会 コミュニケーション支援および一般),"ゲーム,VR,事象関連電位,P300,熱中度,対戦相手,Video games,VR,Event-related potential,P300,Enthusiasm,Competitive players"
2021-10-29 01:46:22.580467,Article,"伊賀 尚美,松村 耕平,若尾 あすか,Lopez-Gulliver Roberto,野間 春生",How Does a Digital Treasure Hunting Game Affect the Shopping Behavior of Parents and Children at Shopping Malls?,2019,ヒューマンインタフェース学会論文誌 The transactions of Human Interface Society,ヒューマンインタフェース学会,21,1,31,45,JPN,"naid: 40022249151,ncid: AA12557262,ndlid: 030442910",2186-828X,http://id.ndl.go.jp/bib/030442910,デジタル宝探しゲームはショッピングモールにおける親子の買い物行動にどのような影響を与えるか? (若手研究者),"Shopping,Shopping Malls,Parents and Children,Problematic Behavior,Game"
2021-10-29 01:46:25.640753,Article,"松葉 知香,宮田 圭介",A Study of Communication Games to Increase Self-affirmation,2019,ヒューマンインタフェース学会研究報告集,ヒューマンインタフェース学会,21,,9,12,JPN,"naid: 40022257391,ncid: AA12512253,ndlid: 030460357",2185-9329,http://id.ndl.go.jp/bib/030460357,自己肯定感を高めるコミュニケーションゲームの検討 (第164回ヒューマンインタフェース学会研究会 高齢者、障がい者支援技術および一般),"Communication,Game,Self-affirmation,Self-esteem,Improvement"
2021-10-29 01:46:29.591493,Article,"正田 孝平,中山 実",Influence of expectation for rewards on pupil information during an interactive game,2019,ヒューマンインタフェース学会研究報告集,ヒューマンインタフェース学会,21,,23,28,JPN,"naid: 40022257414,ncid: AA12512253,ndlid: 030460389",2185-9329,http://id.ndl.go.jp/bib/030460389,対戦型カードゲーム中に喚起された報酬期待が瞳孔情報に及ぼす影響 (第165回ヒューマンインタフェース学会研究会 コミュニケーション支援および一般),"カードゲーム,報酬期待,瞳孔径変動,Card playing,Expectation for reward,pupil diameter variation"
2021-10-29 01:46:30.226505,Article,"坂本 洸,橋本 剛",Analysis of the influence that elements of music game give to interest using theory of flow,2019,ヒューマンインタフェース学会研究報告集,ヒューマンインタフェース学会,21,,59,66,JPN,"naid: 40022257500,ncid: AA12512253,ndlid: 030460500",2185-9329,http://id.ndl.go.jp/bib/030460500,"フロー理論を用いた音楽ゲームの要素が面白さに与える影響の分析 (第166回ヒューマンインタフェース学会研究会 人工現実感,エンタテインメント,メディアエクスペリエンスおよび一般)",
2021-10-29 01:46:31.498735,Article,"小川 直哉,大久保 雅史",Influence of visually tactics in remote card game on players' feeling,2019,ヒューマンインタフェース学会研究報告集,ヒューマンインタフェース学会,21,,187,192,JPN,"naid: 40022257470,ncid: AA12512253,ndlid: 030460461",2185-9329,http://id.ndl.go.jp/bib/030460461,遠隔カードゲームにおける視覚的戦術がプレイヤの感情に及ぼす影響 (第165回ヒューマンインタフェース学会研究会 コミュニケーション支援および一般),"card game,visually tactics,players' feeling"
2021-10-29 01:46:32.999878,Article,"伊賀 尚美,松村 耕平,若尾 あすか,Roberto Lopez-Gulliver,野間 春生",How Does a Digital Treasure Hunting Game Affect the Shopping Behavior of Parents and Children at Shopping Malls?,2019,ヒューマンインタフェース学会論文誌,ヒューマンインタフェース学会,21,1,31,46,JPN,"naid: 130007603882,doi: 10.11184/his.21.1_31",1344-7262,https://doi.org/10.11184/his.21.1_31,デジタル宝探しゲームはショッピングモールにおける親子の買い物行動にどのような影響を与えるか？,"Shopping,Shopping Malls,Parents and Children,Problematic Behavior,Game"
2021-10-29 01:46:33.960229,Article,"渡辺 智暁,竹村 真郷",Maximizing Accessibility by Making a Game Open,2019,ヒューマンインタフェース学会研究報告集,ヒューマンインタフェース学会,21,,25,28,JPN,"naid: 40022257814,ncid: AA12512253,ndlid: 030460839",2185-9329,http://id.ndl.go.jp/bib/030460839,ゲームのオープン化によるアクセシビリティの最大化 (第172回ヒューマンインタフェース学会研究会 オープンデザイン及び一般),"game,open design,complexity,universal access,open educational resources"
2021-10-29 01:46:28.177516,Article,塩瀬 隆之,Game Design Workshop to Facilitate of Communication between Professionals and Non-Professionals,2020,ヒューマンインタフェース学会誌 = Human interface = Journal of Human Interface Society,ヒューマンインタフェース学会,22,1,12,15,JPN,"naid: 40022524586,ncid: AA1132443X,ndlid: 031356204",1344-7254,http://id.ndl.go.jp/bib/031356204,専門家と非専門家の対話を促すゲームデザインワークショップ (特集 誰もがデザインに参加できる時代の幕開け : オープンデザイン研究会(SIGOD)の立ち上げとねらい),
2021-10-29 01:46:29.879688,Article,"中村 俊勝,加藤 達也,伊藤 思音,佐藤 俊樹",,2020,ヒューマンインタフェース学会研究報告集,ヒューマンインタフェース学会,22,,59,66,JPN,"naid: 40022512235,ncid: AA12512253,ndlid: 031336480",2185-9329,http://id.ndl.go.jp/bib/031336480,"UPLIGHT : 小型全周囲ディスプレイを搭載した次世代の携帯型ゲームデバイスの開発 (第176回 ヒューマンインタフェース学会研究会 人工現実感,エンタテインメント,メディアエクスペリエンスおよび一般)",
2021-10-29 02:01:34.467679,Article,"森田 源太郎,米村 俊一",Effects of Gamification on Attitude towards Learning C Language,2020,ヒューマンインタフェース学会研究報告集,ヒューマンインタフェース学会,22,,7,12,JPN,"naid: 40022516308,ncid: AA12512253,ndlid: 031338870",2185-9329,http://id.ndl.go.jp/bib/031338870,ゲーミフィケーションによるC言語学習意欲促進の効果 (第180回 ヒューマンインタフェース学会研究会 個々のニーズに立脚した高齢者・障害者支援技術および一般),"Gamification,Motivation to Learn,Intrinsic Motivation,Programming Learning"
2021-10-29 01:56:13.050448,Article,"前川 泰子,藤井 崇敬,山本 美輪,若山 大輝,中島 智晴",,2015-10,ヒューマンケア研究学会学術集会 プログラム/抄録集,ヒューマンケア研究学会,,7,21,21,JPN,naid: 120005673247,2187-283X,"http://id.nii.ac.jp/1068/00000437/,http://search.jamas.or.jp/link/ui/2016043915",高齢者認知症ケア教育のためのシリアスゲーム教材開発の試み,
2021-10-29 01:55:24.886510,Article,"近藤 正聡,田中 のぞみ,本間 寛人",Fusion DEMO Reactors and Diversity of Fusion Scientists on Board Game,2019-05,プラズマ・核融合学会誌 = Journal of plasma and fusion research,プラズマ・核融合学会編集委員会,95,5,243,246,JPN,"naid: 40021933961,ncid: AN10401672,ndlid: 029772878",0918-7928,http://id.ndl.go.jp/bib/029772878,サロン ボードゲームの中の原型炉建設と研究者の多様性,
2021-10-29 01:58:41.171652,Article,吉岡 正晴,,2000-10-02,プレジデント,プレジデント社,38,17,160,162,JPN,"naid: 40003377928,ncid: AN00011682,ndlid: 5471506",00327751,http://id.ndl.go.jp/bib/5471506,e人物!e商売!e会社! ネットで「あらゆるゲームソフト」を売る男--音楽もゲームも、趣味嗜好品は「幅」がなければ店じゃない,
2021-10-29 01:59:20.196395,Article,鈴木 富雄,,2001-12-03,プレジデント,プレジデント社,39,24,76,79,JPN,"naid: 40003378536,ncid: AN00011682,ndlid: 5960967",00327751,http://id.ndl.go.jp/bib/5960967,ケース4 カプコン・最強ゲームソフトをプレステ以外にも供給 強者とは組まない--今日の勝者が明日も勝つとは限らない (特集 これしかない!逆転の発想) -- (ケーススタディー 「逆転戦略」構築のヒント),
2021-10-29 01:33:29.624982,Article,宮内 健,,2004-08-30,プレジデント,プレジデント社,42,16,38,41,JPN,"naid: 40006331253,ncid: AN00011682,ndlid: 7029646",00327751,http://id.ndl.go.jp/bib/7029646,メールに熱中、育児そっちのけ、テレビ・ゲーム漬け環境が「キレやすい子」をつくる 脳学者が警鐘「妻の携帯、子どものTV・ゲーム」 (特集 「強い母親、父親不在」の家族心理学 「不機嫌」女房、「無気力」わが子),
2021-10-29 01:28:22.036710,Article,栗木 契,,2008-04-14,プレジデント,プレジデント社,46,8,164,171,JPN,"naid: 40015915223,ncid: AN00011682,ndlid: 9423646",00327751,http://id.ndl.go.jp/bib/9423646,ビジネス三国志(3)任天堂vsソニーvsマイクロソフト 家庭用ゲーム機に見る国盗りの論理 検証! 「ファミコン、PS、Wii」二度の逆転劇,
2021-10-29 01:36:47.630624,Article,"中田 雅大,溝口 英里子,関 哲朗",2202 On an Application of Project Management in Video Game Development,2005,プロジェクトマネジメント学会研究発表大会予稿集,プロジェクトマネジメント学会,2005,0,170,175,JPN,"naid: 110007602490,doi: 10.14914/spm.2005.Spring.0_170",,https://doi.org/10.14914/spm.2005.Spring.0_170,2202 ゲームソフトウェア開発に対するプロジェクトマネジメントの適用可能性に関する研究(一般セッション),"ゲーム,ソフトウェア開発,プロセス改善,おもしろさ"
2021-10-29 01:40:11.762267,Article,"千葉 達士郎,五百井 俊宏",1206 Scientific Analysis of Interest and Introduction to PM,2011,プロジェクトマネジメント学会研究発表大会予稿集,プロジェクトマネジメント学会,2011,0,166,171,JPN,"naid: 110009828666,doi: 10.14914/spm.2011.Spring.0_166",,https://doi.org/10.14914/spm.2011.Spring.0_166,1206 面白さの科学的分析とPMへの導入に関する研究(一般セッション),"リーダーシップ,プロジェクトマネジメント,面白さの科学的分析"
2021-10-29 02:02:14.757374,Article,"小野 尚明,高畑 瑠璃,坂部 中,押野 結花","1202 An Approach and Suggestion for Sharing the Empirical Project Knowledge by Using ""Sugoroku""",2013,プロジェクトマネジメント学会研究発表大会予稿集,プロジェクトマネジメント学会,2013,0,135,137,JPN,"naid: 110009832566,doi: 10.14914/spm.2013.Spring.0_135",,https://doi.org/10.14914/spm.2013.Spring.0_135,1202 プロジェクト経験知共有に向けた「すごろく」利用による実施策の提案(一般セッション),"経験知,教育,コミュニケーションマネジメント,ゲーミフィケーション"
2021-10-29 02:02:47.176913,Article,"木村 利昭,地濃 啓介,井上 雅生,坂本 慧",Improvements of Simulated Project Experience to Build Project Management Skills,2019-04,プロジェクトマネジメント学会誌 = Journal of the Society of Project Management,プロジェクトマネジメント学会,21,2,20,25,JPN,"naid: 40021913787,ncid: AA11391448,ndlid: 029724051",1345-031X,http://id.ndl.go.jp/bib/029724051,マネジメントスキル向上を考慮したプロジェクト疑似体験手法の改善 (特集 プロジェクトマネジメント教育),"経験知,教育,コミュニケーションマネジメント,ゲーミフィケーション,QCD,Empirical Knowledge,Employee Training,Communication Management,Gamification,QCD"
