instance_id,property,value,source,resource_id,mapped_property,normalized_value
https://id.analoggamemuseum.org/api/items/1037,components,シェイクハンド,AI,B80,component,シェイクハンド
https://id.analoggamemuseum.org/api/items/1037,components,チャンスカード 5枚,AI,B80,component,チャンスカード5枚
https://id.analoggamemuseum.org/api/items/1037,components,ハート,AI,B80,component,ハート
https://id.analoggamemuseum.org/api/items/1037,components,ヒーロートークン 3個,AI,B80,component,ヒーロートークン3個
https://id.analoggamemuseum.org/api/items/1037,components,ビッグロック,AI,B80,component,ビッグロック
https://id.analoggamemuseum.org/api/items/1037,components,ファルコン,AI,B80,component,ファルコン
https://id.analoggamemuseum.org/api/items/1037,components,フォックス,AI,B80,component,フォックス
https://id.analoggamemuseum.org/api/items/1037,components,モンスターダイス 1個,AI,B80,component,モンスターダイス1個
https://id.analoggamemuseum.org/api/items/1037,components,説明書(本書) 1枚,AI,B80,component,説明書(本書)1枚
https://id.analoggamemuseum.org/api/items/1037,responsibility_statement,KUS 作/ピン,AI,B80,responsibilityStatement,kus作ピン
https://id.analoggamemuseum.org/api/items/1018,product_name,SEPTEM,AI,B8,name,septem
https://id.analoggamemuseum.org/api/items/1018,product_name,セプテム,AI,B8,name,セプテム
https://id.analoggamemuseum.org/api/items/1018,number_of_players,2-5人,AI,B8,numberOfPlayers,2-5
https://id.analoggamemuseum.org/api/items/1018,components,カード 36枚,AI,B8,component,カード36枚
https://id.analoggamemuseum.org/api/items/1018,components,説明書 1枚,AI,B8,component,説明書1枚
https://id.analoggamemuseum.org/api/items/1018,game_time,20分,AI,B8,playTime,pt20m
https://id.analoggamemuseum.org/api/items/1018,audience,8歳以上,AI,B8,audience,8-
https://id.analoggamemuseum.org/api/items/1018,responsibility_statement,グラフィック giso.,AI,B8,responsibilityStatement,グラフィックgiso.
https://id.analoggamemuseum.org/api/items/1018,responsibility_statement,ゲームデザイン rintayu,AI,B8,responsibilityStatement,ゲームデザインrintayu
https://id.analoggamemuseum.org/api/items/1039,product_name,Burning 新選組 京都 Avengers 拝,AI,B79,name,burning新選組京都avengers拝
https://id.analoggamemuseum.org/api/items/1039,product_name,Burning 新選組 京都 アベンジャーズ,AI,B79,name,burning新選組京都アベンジャーズ
https://id.analoggamemuseum.org/api/items/1039,product_name,Burning 新選組 京都 アベンジャーズ 拝,AI,B79,name,burning新選組京都アベンジャーズ拝
https://id.analoggamemuseum.org/api/items/1039,product_name,バーニング,AI,B79,name,バーニング
https://id.analoggamemuseum.org/api/items/1039,product_name,バーニング Kyoto,AI,B79,name,バーニングkyoto
https://id.analoggamemuseum.org/api/items/1039,product_name,バーニングキョウト,AI,B79,name,バーニングキョウト
https://id.analoggamemuseum.org/api/items/1039,product_name,バーニング京都,AI,B79,name,バーニング京都
https://id.analoggamemuseum.org/api/items/1039,publisher,ボボン・ボン・ボジワーイ連邦,AI,B79,publisher,ボボン・ボン・ボジワーイ連邦
https://id.analoggamemuseum.org/api/items/1039,publisher,ポポン・ポン・ポジワーイ達邦,AI,B79,publisher,ポポン・ポン・ポジワーイ達邦
https://id.analoggamemuseum.org/api/items/1039,number_of_players,2人用,AI,B79,numberOfPlayers,2
https://id.analoggamemuseum.org/api/items/1039,game_time,20分から,AI,B79,playTime,pt20m–inf
https://id.analoggamemuseum.org/api/items/1039,audience,8歳から,AI,B79,audience,8から
https://id.analoggamemuseum.org/api/items/1039,contact_point,mement_venture@yahoo.co.jp,AI,B79,contactPoint,mement_venture@yahoo.co.jp
https://id.analoggamemuseum.org/api/items/1048,components,せいれいさんのお助けカード / 16枚,AI,B77,component,せいれいさんのお助けカード16枚
https://id.analoggamemuseum.org/api/items/1048,components,せいれいさんのお助けカード / 16枚 (63mm×88mm),AI,B77,component,せいれいさんのお助けカード16枚(63mm×88mm)
https://id.analoggamemuseum.org/api/items/1048,components,ようせいさんの季節カード / 84枚,AI,B77,component,ようせいさんの季節カード84枚
https://id.analoggamemuseum.org/api/items/1048,components,ようせいさんの季節カード / 84枚 (44mm×63mm),AI,B77,component,ようせいさんの季節カード84枚(44mm×63mm)
https://id.analoggamemuseum.org/api/items/1048,components,説明書 / 1枚,AI,B77,component,説明書1枚
https://id.analoggamemuseum.org/api/items/1048,number_of_players,3~5人,AI,B77,numberOfPlayers,3-5
https://id.analoggamemuseum.org/api/items/1048,audience,6歳~,AI,B77,audience,6~
https://id.analoggamemuseum.org/api/items/1048,game_time,10分,AI,B77,playTime,pt10m
https://id.analoggamemuseum.org/api/items/1048,contact_point,@Kotatsu_Admin,AI,B77,contactPoint,@kotatsu_admin
https://id.analoggamemuseum.org/api/items/1048,contact_point,@Mayuno_Kiito,AI,B77,contactPoint,@mayuno_kiito
https://id.analoggamemuseum.org/api/items/1048,contact_point,@mohumohu4646,AI,B77,contactPoint,@mohumohu4646
https://id.analoggamemuseum.org/api/items/1048,product_name,ようせいさんの季節めぐり,AI,B77,name,ようせいさんの季節めぐり
https://id.analoggamemuseum.org/api/items/1048,responsibility_statement,イラスト・ゲーム原案/七海しろろ,AI,B77,responsibilityStatement,イラストゲーム原案七海しろろ
https://id.analoggamemuseum.org/api/items/1048,responsibility_statement,グラフィックデザイン/ 繭野きいと,AI,B77,responsibilityStatement,グラフィックデザイン繭野きいと
https://id.analoggamemuseum.org/api/items/1048,responsibility_statement,ゲームデザイン/コタツ,AI,B77,responsibilityStatement,ゲームデザインコタツ
https://id.analoggamemuseum.org/api/items/1048,responsibility_statement,ゲームデザイン/コマリ,AI,B77,responsibilityStatement,ゲームデザインコマリ
https://id.analoggamemuseum.org/api/items/1048,publisher,oirahani-board games,AI,B77,publisher,oirahani-boardgames
https://id.analoggamemuseum.org/api/items/1048,publisher,ooirohani-board gemooc.,AI,B77,publisher,ooirohani-boardgemooc.
https://id.analoggamemuseum.org/api/items/1027,product_name,UMIZUSHI,AI,B73,name,umizushi
https://id.analoggamemuseum.org/api/items/1027,product_name,UMIZUSHIセット,AI,B73,name,umizushiセット
https://id.analoggamemuseum.org/api/items/1027,components,UMIZUSHIボード各4枚,AI,B73,component,umizushiボード各4枚
https://id.analoggamemuseum.org/api/items/1027,components,とれたてボード4枚,AI,B73,component,とれたてボード4枚
https://id.analoggamemuseum.org/api/items/1027,components,ウミウシチップ33枚,AI,B73,component,ウミウシチップ33枚
https://id.analoggamemuseum.org/api/items/1027,components,エサチップ33枚,AI,B73,component,エサチップ33枚
https://id.analoggamemuseum.org/api/items/1027,components,エサマーケット2枚,AI,B73,component,エサマーケット2枚
https://id.analoggamemuseum.org/api/items/1027,components,スタートプレイヤーチップ1枚,AI,B73,component,スタートプレイヤーチップ1枚
https://id.analoggamemuseum.org/api/items/1027,components,ベビーチップ12枚,AI,B73,component,ベビーチップ12枚
https://id.analoggamemuseum.org/api/items/1027,components,役カード12枚,AI,B73,component,役カード12枚
https://id.analoggamemuseum.org/api/items/1027,components,説明書1枚,AI,B73,component,説明書1枚
https://id.analoggamemuseum.org/api/items/1027,components,黒ウミウシチップ 5枚,AI,B73,component,黒ウミウシチップ5枚
https://id.analoggamemuseum.org/api/items/1027,publisher,Umeruma Games,AI,B73,publisher,umerumagames
https://id.analoggamemuseum.org/api/items/1027,datePulished,2022,AI,B73,datePublished,2022
https://id.analoggamemuseum.org/api/items/1027,game_time,30 MIN,AI,B73,playTime,pt30m
https://id.analoggamemuseum.org/api/items/1027,number_of_players,2-4 PLAYERS,AI,B73,numberOfPlayers,2-4
https://id.analoggamemuseum.org/api/items/1027,audience,8+ AGE,AI,B73,audience,8-
https://id.analoggamemuseum.org/api/items/1017,product_name,えるかるた,AI,B75,name,えるかるた
https://id.analoggamemuseum.org/api/items/1017,product_name,冴えるかるた,AI,B75,name,冴えるかるた
https://id.analoggamemuseum.org/api/items/1017,version,第2弾,AI,B75,version,第2弾
https://id.analoggamemuseum.org/api/items/1017,components,予備札1組,AI,B75,component,予備札1組
https://id.analoggamemuseum.org/api/items/1017,components,取り札 38枚,AI,B75,component,取り札38枚
https://id.analoggamemuseum.org/api/items/1017,components,説明書 1枚,AI,B75,component,説明書1枚
https://id.analoggamemuseum.org/api/items/1017,components,読み札 38枚,AI,B75,component,読み札38枚
https://id.analoggamemuseum.org/api/items/1017,publisher,Ending Maker's,AI,B75,publisher,endingmaker's
https://id.analoggamemuseum.org/api/items/1017,publisher,エンディングメーカーズ,AI,B75,publisher,エンディングメーカーズ
https://id.analoggamemuseum.org/api/items/1017,number_of_players,3-6人,AI,B75,numberOfPlayers,3-6
https://id.analoggamemuseum.org/api/items/1017,audience,12歳以上,AI,B75,audience,12-
https://id.analoggamemuseum.org/api/items/1017,responsibility_statement,制作:Ending Maker's,AI,B75,responsibilityStatement,制作:endingmaker's
https://id.analoggamemuseum.org/api/items/1017,volume,第2弾,AI,B75,volume,第2弾
https://id.analoggamemuseum.org/api/items/1028,product_name,SHUHARI,AI,B72,name,shuhari
https://id.analoggamemuseum.org/api/items/1028,product_name,守破離,AI,B72,name,守破離
https://id.analoggamemuseum.org/api/items/1028,components,ステージ表示札 2枚,AI,B72,component,ステージ表示札2枚
https://id.analoggamemuseum.org/api/items/1028,components,予習カード 5枚,AI,B72,component,予習カード5枚
https://id.analoggamemuseum.org/api/items/1028,components,復習カード 5枚,AI,B72,component,復習カード5枚
https://id.analoggamemuseum.org/api/items/1028,components,早見表,AI,B72,component,早見表
https://id.analoggamemuseum.org/api/items/1028,components,習得表,AI,B72,component,習得表
https://id.analoggamemuseum.org/api/items/1028,components,芸事カード 60枚,AI,B72,component,芸事カード60枚
https://id.analoggamemuseum.org/api/items/1028,components,説明書,AI,B72,component,説明書
https://id.analoggamemuseum.org/api/items/1028,publisher,HANIWA Games,AI,B72,publisher,haniwagames
https://id.analoggamemuseum.org/api/items/1028,responsibility_statement,ゲームデザイン/アートワーク: R. Fujiwara,AI,B72,responsibilityStatement,ゲームデザインアートワーク:r.fujiwara
https://id.analoggamemuseum.org/api/items/1028,responsibility_statement,書(箱・カード): Sui works,AI,B72,responsibilityStatement,書:suiworks
https://id.analoggamemuseum.org/api/items/1028,responsibility_statement,書(箱・カード)・校正/DTPデザイン: Tomoko Sui works,AI,B72,responsibilityStatement,書校正dtpデザイン:tomokosuiworks
https://id.analoggamemuseum.org/api/items/1028,responsibility_statement,校正/DTPデザイン: Tomoko,AI,B72,responsibilityStatement,校正dtpデザイン:tomoko
https://id.analoggamemuseum.org/api/items/1028,volume,破,AI,B72,volume,破
https://id.analoggamemuseum.org/api/items/1028,volume,離,AI,B72,volume,離
https://id.analoggamemuseum.org/api/items/1019,components,カード:24枚,AI,B7,component,カード24枚
https://id.analoggamemuseum.org/api/items/1019,components,タイル:37枚,AI,B7,component,タイル37枚
https://id.analoggamemuseum.org/api/items/1019,components,プレイヤーシート:4枚,AI,B7,component,プレイヤーシート4枚
https://id.analoggamemuseum.org/api/items/1019,components,マーカー:8枚,AI,B7,component,マーカー8枚
https://id.analoggamemuseum.org/api/items/1019,components,リスト,AI,B7,component,リスト
https://id.analoggamemuseum.org/api/items/1019,components,商会台帳,AI,B7,component,商会台帳
https://id.analoggamemuseum.org/api/items/1019,components,商会台帳、リスト、説明書:各1部,AI,B7,component,商会台帳、リスト、説明書各1部
https://id.analoggamemuseum.org/api/items/1019,components,物商会台帳、リスト、説明書:各1部,AI,B7,component,物商会台帳、リスト、説明書各1部
https://id.analoggamemuseum.org/api/items/1019,components,説明書:各1部,AI,B7,component,説明書各1部
https://id.analoggamemuseum.org/api/items/1019,audience,3才未満のお子様,AI,B7,audience,3未満のお子様
https://id.analoggamemuseum.org/api/items/1019,product_name,FRONTIER with BROWNIES,AI,B7,name,frontierwithbrownies
https://id.analoggamemuseum.org/api/items/1019,product_name,フロンティア,AI,B7,name,フロンティア
https://id.analoggamemuseum.org/api/items/1019,product_name,フロンティア・ウィズ・ブラウニーズ,AI,B7,name,フロンティア・ウィズ・ブラウニーズ
https://id.analoggamemuseum.org/api/items/1019,identifier,521-113,AI,B7,identifier,521-113
https://id.analoggamemuseum.org/api/items/1019,publisher,株式会社やのまん,AI,B7,publisher,株式会社やのまん
https://id.analoggamemuseum.org/api/items/1019,contact_point,03-3865-8493,AI,B7,contactPoint,03-3865-8493
https://id.analoggamemuseum.org/api/items/1019,contact_point,https://www.yanoman.co.jp,AI,B7,contactPoint,www.yanoman.co.jp
https://id.analoggamemuseum.org/api/items/1019,contact_point,〒111-0051 東京都台東区蔵前2-6-4 マスダヤビル7F,AI,B7,contactPoint,〒111-0051東京都台東区蔵前2-6-4マスダヤビル7f
https://id.analoggamemuseum.org/api/items/1019,responsibility_statement,イラスト:里瀬ほとり,AI,B7,responsibilityStatement,イラスト:里瀬ほとり
https://id.analoggamemuseum.org/api/items/1019,responsibility_statement,ゲームデザイン : Shun & AYA (Studio GG),AI,B7,responsibilityStatement,ゲームデザイン:shun&aya
https://id.analoggamemuseum.org/api/items/1019,responsibility_statement,製品デザイン : ダットニーデザイン,AI,B7,responsibilityStatement,製品デザイン:ダットニーデザイン
https://id.analoggamemuseum.org/api/items/1019,barcode,4979817521137,AI,B7,barcode,4979817521137
https://id.analoggamemuseum.org/api/items/1746,product_name,O.D.K.K,AI,B69,name,o.d.k.k
https://id.analoggamemuseum.org/api/items/1746,product_name,Outing Days for Key Kinetics,AI,B69,name,outingdaysforkeykinetics
https://id.analoggamemuseum.org/api/items/1746,components,イベントカード 20枚,AI,B69,component,イベントカード20枚
https://id.analoggamemuseum.org/api/items/1746,components,イベントカード 6枚,AI,B69,component,イベントカード6枚
https://id.analoggamemuseum.org/api/items/1746,components,グッズカード 1枚,AI,B69,component,グッズカード1枚
https://id.analoggamemuseum.org/api/items/1746,components,グッズカード 20枚,AI,B69,component,グッズカード20枚
https://id.analoggamemuseum.org/api/items/1746,components,天気カード 9枚,AI,B69,component,天気カード9枚
https://id.analoggamemuseum.org/api/items/1746,components,得点カード 1枚,AI,B69,component,得点カード1枚
https://id.analoggamemuseum.org/api/items/1746,components,得点カード 6枚,AI,B69,component,得点カード6枚
https://id.analoggamemuseum.org/api/items/1746,components,得点マーカー 4個,AI,B69,component,得点マーカー4個
https://id.analoggamemuseum.org/api/items/1746,components,説明書 1枚,AI,B69,component,説明書1枚
https://id.analoggamemuseum.org/api/items/1746,audience,6歳以上,AI,B69,audience,6-
https://id.analoggamemuseum.org/api/items/1746,game_time,15min,AI,B69,playTime,pt15m
https://id.analoggamemuseum.org/api/items/1746,number_of_players,2P~4P,AI,B69,numberOfPlayers,2-4
https://id.analoggamemuseum.org/api/items/1746,publisher,ガヤック,AI,B69,publisher,ガヤック
https://id.analoggamemuseum.org/api/items/1746,contact_point,gayatsuku@gmail.com,AI,B69,contactPoint,gayatsuku@gmail.com
https://id.analoggamemuseum.org/api/items/1746,datePulished,2020年11月,AI,B69,datePublished,202011
https://id.analoggamemuseum.org/api/items/1746,datePulished,2020年11月 第1版,AI,B69,datePublished,2020111
https://id.analoggamemuseum.org/api/items/1746,responsibility_statement,ゲームアート : もすこ (@mosuko_777),AI,B69,responsibilityStatement,ゲームアート:もすこ
https://id.analoggamemuseum.org/api/items/1746,responsibility_statement,ゲーム企画・デザイン : ガヤック (@hodo_gayatsuku),AI,B69,responsibilityStatement,ゲーム企画デザイン:ガヤック
https://id.analoggamemuseum.org/api/items/1746,version,第1版,AI,B69,version,第1版
https://id.analoggamemuseum.org/api/items/1753,product_name,キャラクター決定戦,AI,B65,name,キャラクター決定戦
https://id.analoggamemuseum.org/api/items/1753,components,58枚+2枚(予備),AI,B65,component,58枚+2枚(予備)
https://id.analoggamemuseum.org/api/items/1753,number_of_players,2~8人,AI,B65,numberOfPlayers,2-8
https://id.analoggamemuseum.org/api/items/1753,game_time,5~15分,AI,B65,playTime,pt5m–pt15m
https://id.analoggamemuseum.org/api/items/1753,contact_point,@mit_kouba,AI,B65,contactPoint,@mit_kouba
https://id.analoggamemuseum.org/api/items/1753,contact_point,mit.kouba@gmail.com,AI,B65,contactPoint,mit.kouba@gmail.com
https://id.analoggamemuseum.org/api/items/1753,responsibility_statement,企画: ミツイシ考場,AI,B65,responsibilityStatement,企画:ミツイシ考場
https://id.analoggamemuseum.org/api/items/1753,responsibility_statement,企画・制作: ミツイシ考場,AI,B65,responsibilityStatement,企画制作:ミツイシ考場
https://id.analoggamemuseum.org/api/items/1753,responsibility_statement,制作: ミツイシ考場,AI,B65,responsibilityStatement,制作:ミツイシ考場
https://id.analoggamemuseum.org/api/items/1753,publisher,ミツイシ考場,AI,B65,publisher,ミツイシ考場
https://id.analoggamemuseum.org/api/items/3313,components,ゲームカード 56枚,AI,B624,component,ゲームカード56枚
https://id.analoggamemuseum.org/api/items/3313,components,ポイントカード 56枚,AI,B624,component,ポイントカード56枚
https://id.analoggamemuseum.org/api/items/3313,components,総数112枚,AI,B624,component,総数112枚
https://id.analoggamemuseum.org/api/items/3313,publisher,Kawada,AI,B624,publisher,kawada
https://id.analoggamemuseum.org/api/items/3313,publisher,Kawada.,AI,B624,publisher,kawada.
https://id.analoggamemuseum.org/api/items/3313,publisher,"NIPPON ANIMATION CO., LTD",AI,B624,publisher,"nipponanimationco.,ltd"
https://id.analoggamemuseum.org/api/items/3313,publisher,アマダ,AI,B624,publisher,アマダ
https://id.analoggamemuseum.org/api/items/3313,identifier,101007-2156853-01800,AI,B624,identifier,101007-2156853-01800
https://id.analoggamemuseum.org/api/items/3313,barcode,4970381006358,AI,B624,barcode,4970381006358
https://id.analoggamemuseum.org/api/items/3313,contact_point,(社)日本玩具協会 東京都墨田区東駒形4-22-4,AI,B624,contactPoint,(社)日本玩具協会東京都墨田区東駒形4-22-4
https://id.analoggamemuseum.org/api/items/3313,product_name,フランダースの犬,AI,B624,name,フランダースの犬
https://id.analoggamemuseum.org/api/items/3313,product_name,世界名作劇場,AI,B624,name,世界名作劇場
https://id.analoggamemuseum.org/api/items/3313,product_name,世界名作劇場カードゲーム,AI,B624,name,世界名作劇場カードゲーム
https://id.analoggamemuseum.org/api/items/3313,datePulished,1975,AI,B624,datePublished,1975
https://id.analoggamemuseum.org/api/items/3317,components,カード100枚,AI,B621,component,カード100枚
https://id.analoggamemuseum.org/api/items/3317,product_name,メーカー,AI,B621,name,メーカー
https://id.analoggamemuseum.org/api/items/3317,product_name,モンスターメーカー,AI,B621,name,モンスターメーカー
https://id.analoggamemuseum.org/api/items/3317,publisher,SHOW KIKAKU,AI,B621,publisher,showkikaku
https://id.analoggamemuseum.org/api/items/3317,publisher,翔企画,AI,B621,publisher,翔企画
https://id.analoggamemuseum.org/api/items/3317,contact_point,TEL (03)3237-9498,AI,B621,contactPoint,tel(03)3237-9498
https://id.analoggamemuseum.org/api/items/3317,contact_point,東京都千代田区神田神保町2-10 TEL (03)3237-9498,AI,B621,contactPoint,東京都千代田区神田神保町2-10tel(03)3237-9498
https://id.analoggamemuseum.org/api/items/3317,datePulished,1991,AI,B621,datePublished,1991
https://id.analoggamemuseum.org/api/items/3317,responsibility_statement,イラスト九月姫,AI,B621,responsibilityStatement,イラスト九月姫
https://id.analoggamemuseum.org/api/items/3310,product_name,だいすくえすと,AI,B620,name,だいすくえすと
https://id.analoggamemuseum.org/api/items/3310,volume,挑戦者たち,AI,B620,volume,挑戦者たち
https://id.analoggamemuseum.org/api/items/3310,volume,破壊の章,AI,B620,volume,破壊の章
https://id.analoggamemuseum.org/api/items/3310,components,シール:1セット,AI,B620,component,シール1セット
https://id.analoggamemuseum.org/api/items/3310,components,ルール:一枚,AI,B620,component,ルール一枚
https://id.analoggamemuseum.org/api/items/3310,components,冒険者記録表:一冊,AI,B620,component,冒険者記録表一冊
https://id.analoggamemuseum.org/api/items/3310,components,特殊サイコロ 4ヶ,AI,B620,component,特殊サイコロ4ヶ
https://id.analoggamemuseum.org/api/items/3310,components,迷宮記録表:一冊,AI,B620,component,迷宮記録表一冊
https://id.analoggamemuseum.org/api/items/3310,number_of_players,一人~∞,AI,B620,numberOfPlayers,一-∞
https://id.analoggamemuseum.org/api/items/3310,game_time,五秒~∞,AI,B620,playTime,pt∞m
https://id.analoggamemuseum.org/api/items/3310,audience,10才以上,AI,B620,audience,10-
https://id.analoggamemuseum.org/api/items/3310,contact_point,TEL 03-3861-8983,AI,B620,contactPoint,tel03-3861-8983
https://id.analoggamemuseum.org/api/items/3310,contact_point,〒111 東京都台東区柳橋2-15-5 (第二真市ビル) TEL 03-3861-8983,AI,B620,contactPoint,〒111東京都台東区柳橋2-15-5(第二真市ビル)tel03-3861-8983
https://id.analoggamemuseum.org/api/items/3310,publisher,SHINWA CORPORATION,AI,B620,publisher,shinwacorporation
https://id.analoggamemuseum.org/api/items/3310,publisher,株式会社 新和,AI,B620,publisher,株式会社新和
https://id.analoggamemuseum.org/api/items/3310,version,挑戦者たち,AI,B620,version,挑戦者たち
https://id.analoggamemuseum.org/api/items/3312,product_name,BASS HITCHU,AI,B617,name,basshitchu
https://id.analoggamemuseum.org/api/items/3312,product_name,バスフィッシングカードゲーム,AI,B617,name,バスフィッシングカードゲーム
https://id.analoggamemuseum.org/api/items/3312,product_name,パス必中,AI,B617,name,パス必中
https://id.analoggamemuseum.org/api/items/3312,publisher,BAN DAI,AI,B617,publisher,bandai
https://id.analoggamemuseum.org/api/items/3312,publisher,バンダイ,AI,B617,publisher,バンダイ
https://id.analoggamemuseum.org/api/items/3312,publisher,株式会社バンダイ,AI,B617,publisher,株式会社バンダイ
https://id.analoggamemuseum.org/api/items/3312,contact_point,(中部) 名古屋市昭和区御器所3-2-5 466-0051 052-872-0371,AI,B617,contactPoint,(中部)名古屋市昭和区御器所3-2-5466-0051052-872-0371
https://id.analoggamemuseum.org/api/items/3312,contact_point,(関西) 大阪市北区豊崎 4-12-3 531-0072 06-6375-5050,AI,B617,contactPoint,(関西)大阪市北区豊崎4-12-3531-007206-6375-5050
https://id.analoggamemuseum.org/api/items/3312,contact_point,0471-46-0371,AI,B617,contactPoint,0471-46-0371
https://id.analoggamemuseum.org/api/items/3312,contact_point,052-872-0371,AI,B617,contactPoint,052-872-0371
https://id.analoggamemuseum.org/api/items/3312,contact_point,06-6375-5050,AI,B617,contactPoint,06-6375-5050
https://id.analoggamemuseum.org/api/items/3312,contact_point,277-8511,AI,B617,contactPoint,277-8511
https://id.analoggamemuseum.org/api/items/3312,contact_point,466-0051,AI,B617,contactPoint,466-0051
https://id.analoggamemuseum.org/api/items/3312,contact_point,531-0072,AI,B617,contactPoint,531-0072
https://id.analoggamemuseum.org/api/items/3312,contact_point,〒111-8081 東京都台東区駒形2-5-4,AI,B617,contactPoint,〒111-8081東京都台東区駒形2-5-4
https://id.analoggamemuseum.org/api/items/3312,contact_point,お客様相談センター,AI,B617,contactPoint,お客様相談センター
https://id.analoggamemuseum.org/api/items/3312,contact_point,バンダイお客様相談センター (関東) 柏市豊四季 241-22 277-8511 0471-46-0371,AI,B617,contactPoint,バンダイお客様相談センター(関東)柏市豊四季241-22277-85110471-46-0371
https://id.analoggamemuseum.org/api/items/3312,datePulished,2000,AI,B617,datePublished,2000
https://id.analoggamemuseum.org/api/items/3312,components,アングラーカード 14種(60枚),AI,B617,component,アングラーカード14種(60枚)
https://id.analoggamemuseum.org/api/items/3312,components,カード90枚,AI,B617,component,カード90枚
https://id.analoggamemuseum.org/api/items/3312,components,カード90枚/全26種,AI,B617,component,カード90枚全26種
https://id.analoggamemuseum.org/api/items/3312,components,ゲームカード90枚,AI,B617,component,ゲームカード90枚
https://id.analoggamemuseum.org/api/items/3312,components,ゲームカード90枚入り,AI,B617,component,ゲームカード90枚入り
https://id.analoggamemuseum.org/api/items/3312,components,ゲームフィールド付き,AI,B617,component,ゲームフィールド付き
https://id.analoggamemuseum.org/api/items/3312,components,ゲームマニュアル1冊,AI,B617,component,ゲームマニュアル1冊
https://id.analoggamemuseum.org/api/items/3312,components,フィッシュアップカード 12種(30枚),AI,B617,component,フィッシュアップカード12種(30枚)
https://id.analoggamemuseum.org/api/items/3312,barcode,4902425760223,AI,B617,barcode,4902425760223
https://id.analoggamemuseum.org/api/items/3312,identifier,751293-0076022-1480,AI,B617,identifier,751293-0076022-1480
https://id.analoggamemuseum.org/api/items/3312,version,基本セット,AI,B617,version,基本セット
https://id.analoggamemuseum.org/api/items/3312,number_of_players,2~4人用,AI,B617,numberOfPlayers,2-4
https://id.analoggamemuseum.org/api/items/1337,publisher,Booo! GAMES,AI,B61,publisher,booo!games
https://id.analoggamemuseum.org/api/items/1337,publisher,ブーゲームス,AI,B61,publisher,ブーゲームス
https://id.analoggamemuseum.org/api/items/1337,game_time,10-15分,AI,B61,playTime,pt10m–pt15m
https://id.analoggamemuseum.org/api/items/1337,number_of_players,3-6人,AI,B61,numberOfPlayers,3-6
https://id.analoggamemuseum.org/api/items/1337,audience,10-99歳,AI,B61,audience,10-99
https://id.analoggamemuseum.org/api/items/1337,components,アクションカード x21枚,AI,B61,component,アクションカードx21枚
https://id.analoggamemuseum.org/api/items/1337,components,サマリーカード x6枚,AI,B61,component,サマリーカードx6枚
https://id.analoggamemuseum.org/api/items/1337,components,サマリーカード×6枚,AI,B61,component,サマリーカード×6枚
https://id.analoggamemuseum.org/api/items/1337,components,パウダーカード x56枚,AI,B61,component,パウダーカードx56枚
https://id.analoggamemuseum.org/api/items/1337,components,手番マーカー x1枚,AI,B61,component,手番マーカーx1枚
https://id.analoggamemuseum.org/api/items/1337,components,手番マーカー×1枚,AI,B61,component,手番マーカー×1枚
https://id.analoggamemuseum.org/api/items/1337,contact_point,E-mail: booogames82@gmail.com,AI,B61,contactPoint,booogames82@gmail.com
https://id.analoggamemuseum.org/api/items/1337,contact_point,twitter : @booo_games82,AI,B61,contactPoint,@booo_games82
https://id.analoggamemuseum.org/api/items/1337,contact_point,twitter : @in_room0905,AI,B61,contactPoint,@in_room0905
https://id.analoggamemuseum.org/api/items/1337,datePulished,2020,AI,B61,datePublished,2020
https://id.analoggamemuseum.org/api/items/1337,product_name,「ポリが来た!」,AI,B61,name,「ポリが来た!」
https://id.analoggamemuseum.org/api/items/1337,product_name,キメてハピネス,AI,B61,name,キメてハピネス
https://id.analoggamemuseum.org/api/items/1337,product_name,ポリが来た!,AI,B61,name,ポリが来た!
https://id.analoggamemuseum.org/api/items/1337,responsibility_statement,イラスト: 憶春リュウ,AI,B61,responsibilityStatement,イラスト:憶春リュウ
https://id.analoggamemuseum.org/api/items/1337,responsibility_statement,製作: Booo! GAMES,AI,B61,responsibilityStatement,製作:booo!games
https://id.analoggamemuseum.org/api/items/3278,product_name,THE STYLE OF HERMES,AI,B556,name,thestyleofhermes
https://id.analoggamemuseum.org/api/items/3278,product_name,The NXK流儀 arkn,AI,B556,name,thenxk流儀arkn
https://id.analoggamemuseum.org/api/items/3278,product_name,XILXX 流,AI,B556,name,xilxx流
https://id.analoggamemuseum.org/api/items/3278,product_name,XX流,AI,B556,name,xx流
https://id.analoggamemuseum.org/api/items/3278,product_name,XX流儀,AI,B556,name,xx流儀
https://id.analoggamemuseum.org/api/items/3278,product_name,エルメス流,AI,B556,name,エルメス流
https://id.analoggamemuseum.org/api/items/3278,product_name,ヘルメスの流儀 arkn,AI,B556,name,ヘルメスの流儀arkn
https://id.analoggamemuseum.org/api/items/3278,number_of_players,2-4人,AI,B556,numberOfPlayers,2-4
https://id.analoggamemuseum.org/api/items/3278,game_time,15分,AI,B556,playTime,pt15m
https://id.analoggamemuseum.org/api/items/3278,audience,8歳~,AI,B556,audience,8~
https://id.analoggamemuseum.org/api/items/3278,audience,8歳以上向け,AI,B556,audience,8-向け
https://id.analoggamemuseum.org/api/items/3278,audience,8歳～,AI,B556,audience,8-
https://id.analoggamemuseum.org/api/items/3278,components,カード56枚,AI,B556,component,カード56枚
https://id.analoggamemuseum.org/api/items/3278,components,説明書,AI,B556,component,説明書
